# Species	Genes	Alg.-Conn.	H_tartakovskyi.faa	P_berghei.faa	P_cynomolgi.faa	P_faciparum.faa	P_knowlesi.faa	P_vivax.faa	P_yoelii.faa	T_gondii.faa
8	15	0.12	1107_g	1717_g,4836_g	1612_g,1733_g	1561_g,1443_g	1673_g,1775_g	1704_g,1587_g	2664_g,2549_g	14_g,376_g
5	5	0.6	*	7119_g	3521_g	3171_g	*	3526_g	1847_g	*
5	5	0.6	*	7229_g	4319_g	3812_g	*	4327_g	2898_g	*
5	5	0.6	*	870_g	2833_g	1264_g	*	2805_g	1879_g	*
5	5	0.6	*	950_g	3700_g	3352_g	*	3596_g	3048_g	*
5	5	0.6	1094_g	*	*	4675_g	75_g	62_g	872_g	*
5	5	0.6	1168_g	*	2543_g	1026_g	*	2517_g	2369_g	*
5	5	0.6	1256_g	1584_g	4626_g	2781_g	*	*	3850_g	*
5	5	0.6	135_g	*	3833_g	4071_g	*	3824_g	2242_g	*
5	5	0.6	1392_g	*	3206_g	4785_g	*	3180_g	4132_g	*
5	5	0.6	212_g	1915_g	3804_g	4041_g	*	*	2272_g	*
5	5	0.6	302_g	220_g	*	3826_g	*	4313_g	2912_g	*
5	5	0.6	319_g	2916_g	2785_g	4335_g	*	2761_g	*	*
5	5	0.6	377_g	*	4622_g	2778_g	*	4626_g	3854_g	*
5	5	0.6	51_g	*	1940_g	67_g	1977_g	1902_g	*	*
5	5	0.6	698_g	*	4667_g	2820_g	*	4666_g	3805_g	*
5	5	0.6	69_g	*	2748_g	4376_g	*	2721_g	1961_g	*
5	5	0.6	758_g	*	4817_g	2960_g	*	4809_g	3670_g	*
5	5	0.6	937_g	*	551_g	3621_g	567_g	528_g	*	*
5	5	0.4	*	*	1062_g	214_g	1096_g	1043_g	432_g	*
5	5	0.4	*	*	1150_g	1879_g	1193_g	1134_g	520_g	*
5	5	0.4	*	*	1176_g	1856_g	1221_g	1159_g	549_g	*
5	5	0.4	*	*	1228_g	1808_g	1274_g	1209_g	597_g	*
5	5	0.4	*	*	147_g	4598_g	159_g	140_g	797_g	*
5	5	0.4	*	*	1529_g	2130_g	1576_g	1507_g	3349_g	*
5	5	0.4	*	*	1581_g	1591_g	1634_g	1559_g	2695_g	*
5	5	0.4	*	*	1597_g	1581_g	1645_g	1569_g	2681_g	*
5	5	0.4	*	*	1645_g	1531_g	1705_g	1618_g	2634_g	*
5	5	0.4	*	*	1747_g	1428_g	1790_g	1718_g	2534_g	*
5	5	0.4	*	*	1840_g	1338_g	1881_g	1807_g	2453_g	*
5	5	0.4	*	*	2295_g	2282_g	2360_g	2255_g	1346_g	*
5	5	0.4	*	*	2311_g	2298_g	2376_g	2268_g	1364_g	*
5	5	0.4	*	*	2389_g	2375_g	2461_g	2346_g	1439_g	*
5	5	0.4	*	*	2809_g	1242_g	2884_g	2784_g	1900_g	*
5	5	0.4	*	*	2980_g	1161_g	3049_g	2934_g	3417_g	*
5	5	0.4	*	*	3034_g	1215_g	3103_g	2987_g	3474_g	*
5	5	0.4	*	*	307_g	4455_g	315_g	296_g	4485_g	*
5	5	0.4	*	*	3250_g	950_g	3314_g	3230_g	3202_g	*
5	5	0.4	*	*	3444_g	5133_g	3522_g	3439_g	4606_g	*
5	5	0.4	*	*	3626_g	3276_g	3709_g	3667_g	3118_g	*
5	5	0.4	*	*	385_g	598_g	393_g	375_g	1732_g	*
5	5	0.4	*	*	391_g	592_g	399_g	380_g	1726_g	*
5	5	0.4	*	*	3934_g	4174_g	4018_g	3929_g	2138_g	*
5	5	0.4	*	*	4171_g	3131_g	4267_g	4185_g	3627_g	*
5	5	0.4	*	*	4181_g	3138_g	4278_g	4193_g	618_g	*
5	5	0.4	*	*	4604_g	2760_g	4715_g	4608_g	3872_g	*
5	5	0.4	*	*	4629_g	2784_g	4740_g	4632_g	3847_g	*
5	5	0.4	*	*	4698_g	2852_g	4810_g	4698_g	3776_g	*
5	5	0.4	*	*	4701_g	2854_g	4813_g	4701_g	3773_g	*
5	5	0.4	*	*	561_g	3611_g	577_g	538_g	1570_g	*
5	5	0.4	*	*	605_g	3568_g	622_g	579_g	4323_g	*
5	5	0.4	*	*	622_g	3548_g	639_g	597_g	4340_g	*
5	5	0.4	*	*	863_g	413_g	899_g	843_g	248_g	*
5	5	0.4	*	*	947_g	326_g	979_g	932_g	324_g	*
5	5	0.4	*	1333_g	2905_g	5040_g	*	2875_g	2741_g	*
5	5	0.4	*	1450_g	4662_g	2815_g	*	4661_g	3810_g	*
5	5	0.4	*	1468_g	3294_g	907_g	*	3273_g	3240_g	*
5	5	0.4	*	1623_g	3808_g	4045_g	*	3801_g	2268_g	*
5	5	0.4	*	1792_g	2917_g	5052_g	*	2886_g	2730_g	*
5	5	0.4	*	2048_g	4455_g	2612_g	*	4460_g	4009_g	*
5	5	0.4	*	2052_g	4600_g	2757_g	*	4605_g	3875_g	*
5	5	0.4	*	2104_g	4495_g	2655_g	*	4503_g	3968_g	*
5	5	0.4	*	2106_g	4106_g	3074_g	*	4123_g	3566_g	*
5	5	0.4	*	2130_g	2740_g	4384_g	*	2712_g	1969_g	*
5	5	0.4	*	2266_g	4443_g	2599_g	*	4448_g	4021_g	*
5	5	0.4	*	2270_g	3536_g	3187_g	3612_g	3541_g	*	*
5	5	0.4	*	2356_g	3205_g	4786_g	*	3179_g	4133_g	*
5	5	0.4	*	2363_g	560_g	3612_g	576_g	*	1571_g	*
5	5	0.4	*	273_g	*	4153_g	3997_g	3909_g	2158_g	*
5	5	0.4	*	2771_g	3686_g	3333_g	*	3610_g	3060_g	*
5	5	0.4	*	2833_g	3749_g	3990_g	*	3745_g	2969_g	*
5	5	0.4	*	2846_g	4834_g	2977_g	*	4826_g	3655_g	*
5	5	0.4	*	287_g	3829_g	4066_g	*	3820_g	2247_g	*
5	5	0.4	*	2988_g	4303_g	3830_g	*	4310_g	2916_g	*
5	5	0.4	*	3107_g	753_g	3417_g	789_g	*	46_g	*
5	5	0.4	*	3177_g	*	4865_g	3186_g	3087_g	4209_g	*
5	5	0.4	*	3365_g	3824_g	4061_g	*	3815_g	2252_g	*
5	5	0.4	*	3516_g	4016_g	4255_g	*	4017_g	2053_g	*
5	5	0.4	*	351_g	3036_g	1217_g	*	2989_g	3476_g	*
5	5	0.4	*	3569_g	3949_g	4188_g	*	3944_g	2124_g	*
5	5	0.4	*	370_g	4697_g	2851_g	4807_g	4697_g	*	*
5	5	0.4	*	3768_g	3740_g	3982_g	*	3737_g	2977_g	*
5	5	0.4	*	3779_g	3531_g	3182_g	*	3536_g	1837_g	*
5	5	0.4	*	3849_g	3821_g	4058_g	*	3813_g	2255_g	*
5	5	0.4	*	3953_g	3261_g	938_g	*	3241_g	3213_g	*
5	5	0.4	*	4239_g	2872_g	5007_g	*	2842_g	2773_g	*
5	5	0.4	*	4254_g	2788_g	*	2860_g	2764_g	1921_g	*
5	5	0.4	*	4338_g	2225_g	*	2285_g	2182_g	1279_g	*
5	5	0.4	*	4384_g	3074_g	4906_g	*	3048_g	4246_g	*
5	5	0.4	*	577_g	4599_g	*	4711_g	4604_g	*	1875_g
5	5	0.4	*	6455_g	4278_g	3853_g	*	4288_g	2938_g	*
5	5	0.4	*	6466_g	2953_g	1141_g	*	2918_g	3398_g	*
5	5	0.4	*	6499_g	4347_g	3784_g	*	4357_g	2871_g	*
5	5	0.4	*	6723_g	*	2289_g	2367_g	2261_g	1355_g	*
5	5	0.4	*	6883_g	4425_g	2580_g	*	4428_g	4039_g	*
5	5	0.4	*	7223_g	4175_g	3132_g	*	4187_g	3629_g	*
5	5	0.4	*	7226_g	4111_g	3079_g	*	4128_g	3572_g	*
5	5	0.4	*	895_g	3394_g	5093_g	*	3377_g	4565_g	*
5	5	0.4	*	952_g	3698_g	3350_g	*	3598_g	3049_g	*
5	5	0.4	1011_g	*	4771_g	2918_g	*	4769_g	3712_g	*
5	5	0.4	113_g	*	*	1693_g	1396_g	1328_g	4783_g	*
5	5	0.4	1273_g	*	3136_g	*	3210_g	3109_g	4187_g	*
5	5	0.4	1275_g	*	4081_g	3051_g	*	4098_g	3541_g	*
5	5	0.4	178_g	*	3114_g	4866_g	*	3086_g	4210_g	*
5	5	0.4	211_g	*	2800_g	1233_g	*	2775_g	1909_g	*
5	5	0.4	215_g	*	4490_g	2650_g	*	4498_g	3973_g	*
5	5	0.4	323_g	*	780_g	*	817_g	766_g	4658_g	*
5	5	0.4	358_g	*	4607_g	2763_g	*	4611_g	3869_g	*
5	5	0.4	410_g	*	3703_g	3355_g	*	3592_g	3045_g	*
5	5	0.4	444_g	*	1049_g	228_g	1082_g	1029_g	*	*
5	5	0.4	532_g	*	3836_g	4075_g	*	3827_g	2238_g	*
5	5	0.4	602_g	*	2494_g	2489_g	2567_g	2457_g	*	*
5	5	0.4	649_g	*	3025_g	1206_g	*	2978_g	3464_g	*
5	5	0.4	669_g	*	1726_g	1451_g	1773_g	1696_g	*	*
5	5	0.4	745_g	6855_g	4710_g	*	*	4711_g	3765_g	*
5	5	0.4	983_g	*	3771_g	4011_g	*	3767_g	2300_g	*
5	5	0.317	*	*	1125_g	1906_g	1163_g	1106_g	494_g	*
5	5	0.317	*	*	1265_g	1776_g	1311_g	1244_g	4703_g	*
5	5	0.317	*	*	1427_g	1981_g	1470_g	1401_g	4858_g	*
5	5	0.317	*	*	1530_g	2131_g	1577_g	1508_g	3350_g	*
5	5	0.317	*	*	1625_g	1549_g	1686_g	1600_g	2651_g	*
5	5	0.317	*	*	1638_g	1538_g	1698_g	1611_g	2641_g	*
5	5	0.317	*	*	1831_g	1345_g	1873_g	1799_g	2459_g	*
5	5	0.317	*	*	187_g	4557_g	198_g	181_g	4381_g	*
5	5	0.317	*	*	2172_g	2155_g	2228_g	2129_g	1224_g	*
5	5	0.317	*	*	2916_g	5051_g	2994_g	2885_g	2731_g	*
5	5	0.317	*	*	294_g	4468_g	302_g	283_g	4471_g	*
5	5	0.317	*	*	3515_g	3165_g	3590_g	3521_g	1853_g	*
5	5	0.317	*	*	4685_g	2838_g	4795_g	4684_g	3788_g	*
5	5	0.317	*	*	59_g	4682_g	67_g	54_g	879_g	*
5	5	0.317	*	*	688_g	3483_g	714_g	666_g	109_g	*
5	5	0.317	*	1319_g	3613_g	3264_g	*	3677_g	3128_g	*
5	5	0.317	*	1341_g	258_g	4489_g	277_g	247_g	*	*
5	5	0.317	*	1564_g	1016_g	259_g	*	997_g	387_g	*
5	5	0.317	*	2760_g	1967_g	*	2006_g	1928_g	1030_g	*
5	5	0.317	*	2927_g	1946_g	72_g	1983_g	1908_g	*	*
5	5	0.317	*	2971_g	4595_g	2753_g	*	4600_g	3879_g	*
5	5	0.317	*	3031_g	4360_g	3769_g	*	4371_g	2856_g	*
5	5	0.317	*	3943_g	3667_g	3314_g	*	3629_g	3078_g	*
5	5	0.317	*	4056_g	4164_g	3124_g	*	4178_g	3620_g	*
5	5	0.317	*	4269_g	3465_g	5158_g	*	3459_g	3027_g	*
5	5	0.317	*	4353_g	3191_g	4799_g	*	3168_g	4143_g	*
5	5	0.317	*	48_g	3339_g	861_g	*	3317_g	4514_g	*
5	5	0.317	*	6531_g	4597_g	2755_g	*	4602_g	3877_g	*
5	5	0.317	*	6553_g	4213_g	3916_g	4316_g	4224_g	*	*
5	5	0.317	*	6595_g	1600_g	1577_g	*	1572_g	2678_g	*
5	5	0.317	*	6637_g	2919_g	5054_g	*	2888_g	2728_g	*
5	5	0.317	*	6689_g	2880_g	5014_g	*	2849_g	2766_g	*
5	5	0.317	*	6724_g	2304_g	2290_g	2368_g	*	1356_g	*
5	5	0.317	*	7230_g	2551_g	1035_g	*	2525_g	2361_g	*
5	5	0.317	*	7_g	4030_g	4270_g	*	4032_g	2037_g	*
5	5	0.317	*	885_g	3574_g	3227_g	*	3714_g	3165_g	*
5	5	0.317	1060_g	6890_g	*	3488_g	*	661_g	113_g	*
5	5	0.317	1164_g	*	4572_g	2730_g	*	4578_g	3900_g	*
5	5	0.317	182_g	*	3907_g	4146_g	*	3901_g	2166_g	*
5	5	0.317	499_g	*	2214_g	2196_g	2273_g	2170_g	*	*
5	5	0.317	562_g	*	2722_g	4402_g	*	2694_g	1987_g	*
5	5	0.276	*	*	3311_g	887_g	3380_g	3291_g	3259_g	*
5	5	0.276	*	*	359_g	623_g	366_g	348_g	1757_g	*
5	5	0.276	*	*	3673_g	3320_g	3757_g	3623_g	3072_g	*
5	5	0.276	*	*	653_g	3521_g	671_g	627_g	145_g	*
5	5	0.276	*	*	676_g	3499_g	698_g	650_g	123_g	*
5	5	0.276	*	1405_g	4749_g	*	4859_g	4747_g	3732_g	*
5	5	0.276	*	1479_g	1143_g	1886_g	1186_g	1126_g	*	*
5	5	0.276	*	1714_g	*	1564_g	1670_g	1584_g	2667_g	*
5	5	0.276	*	199_g	2603_g	1086_g	2673_g	*	694_g	*
5	5	0.276	*	2145_g	246_g	*	264_g	235_g	4438_g	*
5	5	0.276	*	2403_g	3143_g	4840_g	*	3115_g	4181_g	*
5	5	0.276	*	2749_g	1672_g	1505_g	1729_g	*	*	1455_g
5	5	0.276	*	3086_g	2209_g	*	2268_g	2165_g	1261_g	*
5	5	0.276	*	312_g	4435_g	2590_g	4539_g	*	4030_g	*
5	5	0.276	*	3146_g	3680_g	3328_g	*	3615_g	3065_g	*
5	5	0.276	*	3163_g	744_g	*	779_g	720_g	55_g	*
5	5	0.276	*	3191_g	1798_g	*	1839_g	1765_g	2489_g	*
5	5	0.276	*	3320_g	*	4367_g	2822_g	2728_g	1954_g	*
5	5	0.276	*	3355_g	4125_g	3089_g	*	4141_g	3584_g	*
5	5	0.276	*	3376_g	3112_g	4868_g	*	3085_g	4212_g	*
5	5	0.276	*	3466_g	3659_g	3307_g	*	3635_g	3086_g	*
5	5	0.276	*	3552_g	1439_g	2041_g	1485_g	*	4087_g	*
5	5	0.276	*	3738_g	1689_g	1486_g	*	1662_g	2589_g	*
5	5	0.276	*	5514_g	2571_g	1056_g	*	2547_g	2340_g	*
5	5	0.276	*	6413_g	4064_g	*	4155_g	4082_g	3524_g	*
5	5	0.276	*	6414_g	4656_g	2809_g	*	4656_g	3818_g	*
5	5	0.276	*	6604_g	3300_g	*	3368_g	3279_g	3247_g	*
5	5	0.276	*	6970_g	4252_g	3878_g	*	4261_g	2317_g	*
5	5	0.276	*	83_g	1688_g	*	1745_g	1661_g	2591_g	*
5	5	0.276	*	903_g	395_g	588_g	404_g	*	1722_g	*
5	5	0.276	*	953_g	3697_g	3349_g	*	3599_g	3050_g	*
5	5	0.276	304_g	*	4304_g	3829_g	4405_g	4311_g	*	*
5	5	0.276	775_g	*	2782_g	4338_g	*	2758_g	1925_g	*
5	5	0.2	*	*	1017_g	258_g	1050_g	998_g	388_g	*
5	5	0.2	*	*	102_g	4642_g	110_g	95_g	836_g	*
5	5	0.2	*	*	1204_g	1830_g	1250_g	1187_g	574_g	*
5	5	0.2	*	*	1311_g	1730_g	1358_g	1292_g	4748_g	*
5	5	0.2	*	*	1506_g	2108_g	1553_g	1482_g	3327_g	*
5	5	0.2	*	*	1559_g	1612_g	1612_g	1538_g	2715_g	*
5	5	0.2	*	*	1562_g	1609_g	1615_g	1541_g	2713_g	*
5	5	0.2	*	*	158_g	4586_g	170_g	152_g	4354_g	*
5	5	0.2	*	*	1651_g	1526_g	1710_g	1623_g	2629_g	*
5	5	0.2	*	*	2026_g	149_g	2064_g	1983_g	1080_g	*
5	5	0.2	*	*	2071_g	196_g	2114_g	2029_g	1124_g	*
5	5	0.2	*	*	2257_g	2242_g	2317_g	2215_g	1309_g	*
5	5	0.2	*	*	244_g	4502_g	261_g	233_g	4436_g	*
5	5	0.2	*	*	2465_g	2457_g	2536_g	2424_g	1509_g	*
5	5	0.2	*	*	2806_g	1239_g	2881_g	2781_g	1903_g	*
5	5	0.2	*	*	2930_g	5064_g	3007_g	2897_g	3378_g	*
5	5	0.2	*	*	3130_g	4851_g	3203_g	3102_g	4193_g	*
5	5	0.2	*	*	3255_g	944_g	3320_g	3235_g	3207_g	*
5	5	0.2	*	*	3328_g	871_g	3396_g	3306_g	4505_g	*
5	5	0.2	*	*	3639_g	3289_g	3722_g	3654_g	3104_g	*
5	5	0.2	*	*	3658_g	3306_g	3742_g	3636_g	3087_g	*
5	5	0.2	*	*	3733_g	3974_g	3810_g	3730_g	2984_g	*
5	5	0.2	*	*	3863_g	4102_g	3945_g	3855_g	2209_g	*
5	5	0.2	*	*	3868_g	4108_g	3951_g	3861_g	2203_g	*
5	5	0.2	*	*	3953_g	4191_g	4038_g	3948_g	2121_g	*
5	5	0.2	*	*	3979_g	4223_g	4074_g	3982_g	2088_g	*
5	5	0.2	*	*	4177_g	3134_g	4273_g	4189_g	3631_g	*
5	5	0.2	*	*	4186_g	3143_g	4282_g	4198_g	623_g	*
5	5	0.2	*	*	4202_g	3927_g	4302_g	4214_g	639_g	*
5	5	0.2	*	*	4313_g	3820_g	4416_g	4320_g	2906_g	*
5	5	0.2	*	*	4649_g	2802_g	4758_g	4650_g	3829_g	*
5	5	0.2	*	*	4660_g	2813_g	4769_g	4659_g	3812_g	*
5	5	0.2	*	*	4694_g	2848_g	4804_g	4694_g	3779_g	*
5	5	0.2	*	*	4708_g	2861_g	4819_g	4708_g	3767_g	*
5	5	0.2	*	*	4823_g	2965_g	4930_g	4815_g	3665_g	*
5	5	0.2	*	*	591_g	3581_g	606_g	566_g	4309_g	*
5	5	0.2	*	*	593_g	3579_g	608_g	568_g	4311_g	*
5	5	0.2	*	*	721_g	3449_g	747_g	699_g	76_g	*
5	5	0.2	*	*	7_g	4735_g	9_g	3_g	929_g	*
5	5	0.2	*	*	899_g	375_g	937_g	881_g	284_g	*
5	5	0.2	*	*	949_g	324_g	981_g	934_g	326_g	*
5	5	0.2	*	1162_g	3800_g	4038_g	*	3795_g	2275_g	*
5	5	0.2	*	1353_g	3404_g	5103_g	*	3387_g	4575_g	*
5	5	0.2	*	1637_g	2668_g	703_g	*	2645_g	759_g	*
5	5	0.2	*	1977_g	3070_g	4910_g	*	3044_g	4250_g	*
5	5	0.2	*	198_g	2604_g	1087_g	*	2580_g	695_g	*
5	5	0.2	*	2076_g	3910_g	4149_g	*	3905_g	2163_g	*
5	5	0.2	*	2090_g	3710_g	3362_g	*	3585_g	3039_g	*
5	5	0.2	*	2184_g	2059_g	183_g	*	2018_g	1113_g	*
5	5	0.2	*	2225_g	2595_g	1079_g	*	2569_g	686_g	*
5	5	0.2	*	2262_g	4596_g	2754_g	*	4601_g	3878_g	*
5	5	0.2	*	2429_g	*	1125_g	2143_g	2054_g	1150_g	*
5	5	0.2	*	2444_g	*	2431_g	2507_g	2396_g	1484_g	*
5	5	0.2	*	2482_g	4459_g	*	4565_g	4464_g	4005_g	*
5	5	0.2	*	2488_g	3097_g	4884_g	*	3069_g	4226_g	*
5	5	0.2	*	2534_g	3545_g	3197_g	*	3552_g	1822_g	*
5	5	0.2	*	271_g	3256_g	943_g	*	3236_g	3208_g	*
5	5	0.2	*	2783_g	2922_g	5057_g	*	2891_g	2725_g	*
5	5	0.2	*	2786_g	1554_g	1617_g	*	1533_g	2721_g	*
5	5	0.2	*	2790_g	2202_g	2185_g	2260_g	*	1253_g	*
5	5	0.2	*	2829_g	3126_g	4855_g	*	3098_g	4197_g	*
5	5	0.2	*	2845_g	4832_g	2975_g	*	4824_g	3657_g	*
5	5	0.2	*	2852_g	3859_g	4098_g	*	3851_g	2213_g	*
5	5	0.2	*	2863_g	4728_g	2881_g	*	4730_g	3748_g	*
5	5	0.2	*	2924_g	1949_g	75_g	*	1911_g	1013_g	*
5	5	0.2	*	3028_g	2899_g	5033_g	*	2867_g	2749_g	*
5	5	0.2	*	311_g	4273_g	3858_g	*	4283_g	2943_g	*
5	5	0.2	*	3124_g	3085_g	4896_g	*	3058_g	4236_g	*
5	5	0.2	*	3129_g	4024_g	*	4120_g	4025_g	2045_g	*
5	5	0.2	*	3290_g	597_g	*	614_g	572_g	4315_g	*
5	5	0.2	*	3293_g	2053_g	176_g	2095_g	*	1106_g	*
5	5	0.2	*	3404_g	2579_g	1064_g	*	2553_g	2332_g	*
5	5	0.2	*	3406_g	2581_g	1065_g	*	2555_g	2330_g	*
5	5	0.2	*	3439_g	4722_g	2874_g	*	4723_g	3755_g	*
5	5	0.2	*	3582_g	3134_g	4847_g	*	3107_g	4189_g	*
5	5	0.2	*	3684_g	57_g	4684_g	64_g	*	882_g	*
5	5	0.2	*	3694_g	3887_g	4127_g	*	3881_g	2184_g	*
5	5	0.2	*	3797_g	4783_g	2929_g	*	4780_g	3701_g	*
5	5	0.2	*	4072_g	1084_g	1949_g	*	1064_g	452_g	*
5	5	0.2	*	4126_g	3585_g	*	3668_g	3703_g	3153_g	*
5	5	0.2	*	4139_g	3628_g	3278_g	*	3665_g	3116_g	*
5	5	0.2	*	419_g	506_g	*	518_g	485_g	1620_g	*
5	5	0.2	*	4403_g	*	4580_g	175_g	158_g	4359_g	*
5	5	0.2	*	4406_g	1288_g	1753_g	1333_g	1268_g	*	*
5	5	0.2	*	4421_g	3738_g	3980_g	3816_g	*	2979_g	*
5	5	0.2	*	4488_g	1362_g	1680_g	1409_g	*	4796_g	*
5	5	0.2	*	482_g	*	2243_g	2318_g	2216_g	1310_g	*
5	5	0.2	*	5380_g	3430_g	5120_g	*	3426_g	4592_g	*
5	5	0.2	*	5504_g	3653_g	3302_g	*	3641_g	3092_g	*
5	5	0.2	*	576_g	4506_g	2665_g	*	4513_g	3958_g	*
5	5	0.2	*	5846_g	22_g	4719_g	29_g	18_g	*	*
5	5	0.2	*	6304_g	2780_g	4340_g	*	2756_g	1926_g	*
5	5	0.2	*	6382_g	4234_g	3895_g	*	4243_g	669_g	*
5	5	0.2	*	6389_g	5013_g	3931_g	*	4210_g	635_g	*
5	5	0.2	*	6399_g	2939_g	5071_g	*	2905_g	3386_g	*
5	5	0.2	*	6470_g	4127_g	3091_g	*	4143_g	3586_g	*
5	5	0.2	*	6507_g	998_g	275_g	*	982_g	372_g	*
5	5	0.2	*	6518_g	4134_g	3096_g	*	4149_g	3592_g	*
5	5	0.2	*	655_g	562_g	3610_g	*	539_g	1569_g	*
5	5	0.2	*	6579_g	3841_g	4080_g	*	3832_g	2233_g	*
5	5	0.2	*	6603_g	3299_g	900_g	*	3278_g	3246_g	*
5	5	0.2	*	660_g	3016_g	1196_g	3084_g	2969_g	*	*
5	5	0.2	*	6627_g	4637_g	2792_g	*	4640_g	3840_g	*
5	5	0.2	*	6645_g	4476_g	2633_g	*	4483_g	3989_g	*
5	5	0.2	*	6714_g	1189_g	*	1234_g	1171_g	560_g	*
5	5	0.2	*	6715_g	1190_g	1842_g	1235_g	*	561_g	*
5	5	0.2	*	6719_g	4337_g	3794_g	*	4346_g	2882_g	*
5	5	0.2	*	6784_g	3207_g	4784_g	*	3181_g	4131_g	*
5	5	0.2	*	67_g	1788_g	1387_g	1832_g	1758_g	*	*
5	5	0.2	*	683_g	*	2122_g	1568_g	1499_g	3340_g	*
5	5	0.2	*	6999_g	*	4608_g	150_g	130_g	806_g	*
5	5	0.2	*	7043_g	1834_g	1342_g	1876_g	1802_g	*	*
5	5	0.2	*	855_g	4654_g	2807_g	4763_g	4654_g	*	*
5	5	0.2	*	857_g	1927_g	54_g	1964_g	*	*	2873_g
5	5	0.2	*	942_g	2639_g	736_g	*	2615_g	727_g	*
5	5	0.2	*	945_g	1731_g	1446_g	*	1701_g	2551_g	*
5	5	0.2	*	960_g	4665_g	2818_g	*	4664_g	3807_g	*
5	5	0.2	1013_g	*	2591_g	1076_g	*	2566_g	683_g	*
5	5	0.2	1086_g	*	*	2200_g	2277_g	2174_g	1270_g	*
5	5	0.2	1087_g	*	2183_g	2166_g	*	2140_g	1234_g	*
5	5	0.2	1124_g	*	3917_g	4158_g	*	3913_g	2153_g	*
5	5	0.2	1183_g	*	3529_g	3180_g	3606_g	3534_g	*	*
5	5	0.2	1202_g	1292_g	3781_g	4021_g	*	3777_g	*	*
5	5	0.2	1209_g	*	1496_g	2098_g	1543_g	1472_g	*	*
5	5	0.2	1211_g	*	3148_g	4835_g	3222_g	3122_g	*	*
5	5	0.2	1294_g	*	1977_g	102_g	2014_g	1936_g	*	*
5	5	0.2	1354_g	1279_g	2777_g	4343_g	*	*	1929_g	*
5	5	0.2	1360_g	*	2343_g	2330_g	2410_g	*	1396_g	*
5	5	0.2	1361_g	*	2503_g	*	2579_g	2465_g	1548_g	*
5	5	0.2	1424_g	*	668_g	3507_g	687_g	*	131_g	*
5	5	0.2	169_g	428_g	*	3907_g	*	4233_g	657_g	*
5	5	0.2	177_g	*	698_g	3472_g	725_g	677_g	*	*
5	5	0.2	186_g	*	1690_g	1485_g	1746_g	1663_g	*	*
5	5	0.2	209_g	*	2797_g	1230_g	*	2773_g	1911_g	*
5	5	0.2	276_g	*	3343_g	855_g	*	3323_g	4520_g	*
5	5	0.2	286_g	7205_g	*	3748_g	*	4391_g	2837_g	*
5	5	0.2	299_g	5259_g	2288_g	*	2355_g	*	1341_g	*
5	5	0.2	325_g	*	4143_g	3105_g	*	4157_g	3601_g	*
5	5	0.2	37_g	3831_g	719_g	3451_g	*	697_g	*	*
5	5	0.2	416_g	4401_g	*	4582_g	*	156_g	4357_g	*
5	5	0.2	478_g	2138_g	*	45_g	1953_g	*	982_g	*
5	5	0.2	490_g	*	2092_g	*	2136_g	2048_g	1144_g	*
5	5	0.2	571_g	*	2251_g	2236_g	2311_g	2209_g	*	*
5	5	0.2	589_g	*	2965_g	1155_g	*	2929_g	3412_g	*
5	5	0.2	650_g	2635_g	3929_g	4170_g	*	3925_g	*	*
5	5	0.2	679_g	*	4556_g	2717_g	*	4565_g	3912_g	*
5	5	0.2	681_g	*	2433_g	2426_g	*	2390_g	1480_g	*
5	5	0.2	71_g	*	2750_g	4373_g	*	2723_g	1959_g	*
5	5	0.2	757_g	2881_g	*	4498_g	267_g	*	4442_g	*
5	5	0.2	825_g	2753_g	499_g	3671_g	*	*	1628_g	*
5	5	0.2	833_g	*	1156_g	1873_g	1199_g	1139_g	*	*
5	5	0.2	879_g	*	3314_g	884_g	*	3294_g	3262_g	*
5	5	0.2	902_g	253_g	1957_g	82_g	1994_g	*	*	*
5	5	0.2	933_g	1801_g	3655_g	*	*	3639_g	3090_g	*
5	5	0.2	964_g	*	149_g	4596_g	161_g	142_g	*	*
5	5	0.2	998_g	*	384_g	599_g	*	374_g	1733_g	*
5	5	0.166	*	*	1020_g	255_g	1053_g	1001_g	391_g	*
5	5	0.166	*	*	1186_g	1846_g	1231_g	1168_g	557_g	*
5	5	0.166	*	*	1489_g	2092_g	1537_g	1466_g	3315_g	*
5	5	0.166	*	*	1586_g	1588_g	1638_g	1562_g	2689_g	*
5	5	0.166	*	*	1603_g	1573_g	1662_g	1576_g	2674_g	*
5	5	0.166	*	*	1709_g	1467_g	1764_g	1680_g	2570_g	*
5	5	0.166	*	*	2310_g	2297_g	2374_g	2267_g	1362_g	*
5	5	0.166	*	*	2358_g	2345_g	2423_g	2315_g	1409_g	*
5	5	0.166	*	*	2368_g	2357_g	2444_g	2328_g	1421_g	*
5	5	0.166	*	*	2898_g	5032_g	2974_g	2866_g	2750_g	*
5	5	0.166	*	*	334_g	646_g	339_g	324_g	1781_g	*
5	5	0.166	*	*	4403_g	3724_g	4513_g	4410_g	2816_g	*
5	5	0.166	*	*	4690_g	2844_g	4800_g	4689_g	3783_g	*
5	5	0.166	*	*	645_g	3529_g	662_g	619_g	777_g	*
5	5	0.166	*	*	74_g	4668_g	82_g	69_g	865_g	*
5	5	0.166	*	*	953_g	320_g	985_g	938_g	330_g	*
5	5	0.166	*	*	98_g	4644_g	108_g	93_g	838_g	*
